catalogue_release,observable_id,measurement_id,object_id,observable_name,value,err_plus,err_minus,censoring,unit,uncertainty_kind,source_location
v3-dataset-catalogue,DC536534_oiii5008,DC536534_ren25,DC_536534,oiii5008_flux,33.05,2.24,2.24,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_hbeta_narrow,DC536534_ren25,DC_536534,hbeta_narrow_flux,2.57,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_heii4687,DC536534_ren25,DC_536534,heii4687_flux,0.18,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_oiii4364,DC536534_ren25,DC_536534,oiii4364_flux,0.43,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_hgamma,DC536534_ren25,DC_536534,hgamma_flux,1.76,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_neiii3870,DC536534_ren25,DC_536534,neiii3870_flux,1.66,0.18,0.18,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_oii3727_3730,DC536534_ren25,DC_536534,oii3727_3730_flux,3.79,0.2,0.2,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_sii6718_6733,DC683613_ren25,DC_683613,sii6718_6733_flux,0.29,0.04,0.04,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_nii6585,DC683613_ren25,DC_683613,nii6585_flux,0.49,0.03,0.03,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_halpha_narrow,DC683613_ren25,DC_683613,halpha_narrow_flux,2.2,0.15,0.15,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_oiii5008,DC683613_ren25,DC_683613,oiii5008_flux,2.87,0.04,0.04,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_hbeta_narrow,DC683613_ren25,DC_683613,hbeta_narrow_flux,0.83,0.01,0.01,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_heii4687,DC683613_ren25,DC_683613,heii4687_flux,0.05,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_oiii4364,DC683613_ren25,DC_683613,oiii4364_flux,0.53,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_hgamma,DC683613_ren25,DC_683613,hgamma_flux,0.3,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_neiii3870,DC683613_ren25,DC_683613,neiii3870_flux,0.24,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_oii3727_3730,DC683613_ren25,DC_683613,oii3727_3730_flux,1.55,0.14,0.14,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_sii6718_6733,DC848185a_ren25,DC_848185_a,sii6718_6733_flux,0.34,0.04,0.04,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_nii6585,DC848185a_ren25,DC_848185_a,nii6585_flux,0.38,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_halpha_narrow,DC848185a_ren25,DC_848185_a,halpha_narrow_flux,5.65,0.14,0.14,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_oiii5008,DC848185a_ren25,DC_848185_a,oiii5008_flux,10.8,0.12,0.12,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_hbeta_narrow,DC848185a_ren25,DC_848185_a,hbeta_narrow_flux,1.88,0.02,0.02,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_heii4687,DC848185a_ren25,DC_848185_a,heii4687_flux,0.03,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185a_oiii4364,DC848185a_ren25,DC_848185_a,oiii4364_flux,0.36,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185a_hgamma,DC848185a_ren25,DC_848185_a,hgamma_flux,0.82,0.14,0.14,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_neiii3870,DC848185a_ren25,DC_848185_a,neiii3870_flux,1.25,0.15,0.15,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_oii3727_3730,DC848185a_ren25,DC_848185_a,oii3727_3730_flux,3.36,0.24,0.24,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_sii6718_6733,DC848185b_ren25,DC_848185_b,sii6718_6733_flux,0.77,0.07,0.07,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_nii6585,DC848185b_ren25,DC_848185_b,nii6585_flux,0.77,0.06,0.06,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_halpha_narrow,DC848185b_ren25,DC_848185_b,halpha_narrow_flux,7.49,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_oiii5008,DC848185b_ren25,DC_848185_b,oiii5008_flux,12.14,0.15,0.15,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_hbeta_narrow,DC848185b_ren25,DC_848185_b,hbeta_narrow_flux,2.14,0.03,0.03,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_heii4687,DC848185b_ren25,DC_848185_b,heii4687_flux,0.15,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185b_oiii4364,DC848185b_ren25,DC_848185_b,oiii4364_flux,0.15,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185b_hgamma,DC848185b_ren25,DC_848185_b,hgamma_flux,0.9,0.12,0.12,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_neiii3870,DC848185b_ren25,DC_848185_b,neiii3870_flux,1.03,0.16,0.16,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_oii3727_3730,DC848185b_ren25,DC_848185_b,oii3727_3730_flux,3.56,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_sii6718_6733,DC873321_ren25,DC_873321,sii6718_6733_flux,0.48,0.06,0.06,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_nii6585,DC873321_ren25,DC_873321,nii6585_flux,0.61,0.11,0.11,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_halpha_narrow,DC873321_ren25,DC_873321,halpha_narrow_flux,10.34,0.51,0.51,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_oiii5008,DC873321_ren25,DC_873321,oiii5008_flux,26.08,1.01,1.01,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_hbeta_narrow,DC873321_ren25,DC_873321,hbeta_narrow_flux,3.12,0.1,0.1,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_heii4687,DC873321_ren25,DC_873321,heii4687_flux,0.16,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC873321_oiii4364,DC873321_ren25,DC_873321,oiii4364_flux,0.33,0.1,0.1,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_hgamma,DC873321_ren25,DC_873321,hgamma_flux,1.29,0.13,0.13,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_neiii3870,DC873321_ren25,DC_873321,neiii3870_flux,2.59,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_oii3727_3730,DC873321_ren25,DC_873321,oii3727_3730_flux,3.15,0.3,0.3,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J007-04_mazzucchelli23,,fwhm_civ_reported,6169.0,1057.0,1057.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__fwhm_mgii,XQR30-PSO-J007-04_mazzucchelli23,,fwhm_mgii,8176.0,473.0,473.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__civ_blueshift,XQR30-PSO-J007-04_mazzucchelli23,,civ_blueshift,2778.0,601.0,601.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J007-04_mazzucchelli23,,log_lambda_l1350,46.56,0.05,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J007-04_mazzucchelli23,,log_lambda_l3000,46.41,0.15,0.22,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J007-04_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.16,0.19,0.35,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J007-04_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J007-04_mazzucchelli23,,edd_ratio_civ,0.71,0.49,0.49,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J009-10_mazzucchelli23,,fwhm_civ_reported,8025.0,2963.0,2963.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__fwhm_mgii,XQR30-PSO-J009-10_mazzucchelli23,,fwhm_mgii,7336.0,697.0,697.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__civ_blueshift,XQR30-PSO-J009-10_mazzucchelli23,,civ_blueshift,2956.0,456.0,456.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J009-10_mazzucchelli23,,log_lambda_l1350,46.42,0.06,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J009-10_mazzucchelli23,,log_lambda_l3000,46.63,0.08,0.09,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J009-10_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.28,0.26,0.71,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J009-10_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J009-10_mazzucchelli23,,edd_ratio_civ,0.88,0.73,0.73,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J023-02_mazzucchelli23,,fwhm_civ_reported,4806.0,486.0,486.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__fwhm_mgii,XQR30-PSO-J023-02_mazzucchelli23,,fwhm_mgii,4065.0,201.0,201.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__civ_blueshift,XQR30-PSO-J023-02_mazzucchelli23,,civ_blueshift,832.0,112.0,112.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J023-02_mazzucchelli23,,log_lambda_l1350,46.39,0.04,0.05,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J023-02_mazzucchelli23,,log_lambda_l3000,46.62,0.06,0.07,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J023-02_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.37,0.13,0.18,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J023-02_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J023-02_mazzucchelli23,,edd_ratio_civ,0.7,0.26,0.26,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J025-11_mazzucchelli23,,fwhm_civ_reported,5283.0,1043.0,1043.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__fwhm_mgii,XQR30-PSO-J025-11_mazzucchelli23,,fwhm_mgii,3976.0,196.0,196.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__civ_blueshift,XQR30-PSO-J025-11_mazzucchelli23,,civ_blueshift,1316.0,286.0,286.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J025-11_mazzucchelli23,,log_lambda_l1350,46.68,0.03,0.04,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J025-11_mazzucchelli23,,log_lambda_l3000,46.56,0.09,0.11,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J025-11_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.45,0.2,0.39,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J025-11_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J025-11_mazzucchelli23,,edd_ratio_civ,0.51,0.32,0.32,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J029-29_mazzucchelli23,,fwhm_civ_reported,6886.0,1190.0,1190.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__fwhm_mgii,XQR30-PSO-J029-29_mazzucchelli23,,fwhm_mgii,3501.0,292.0,292.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__civ_blueshift,XQR30-PSO-J029-29_mazzucchelli23,,civ_blueshift,2063.0,285.0,285.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J029-29_mazzucchelli23,,log_lambda_l1350,46.88,0.02,0.03,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J029-29_mazzucchelli23,,log_lambda_l3000,46.78,0.07,0.08,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J029-29_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.58,0.16,0.25,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J029-29_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J029-29_mazzucchelli23,,edd_ratio_civ,0.63,0.3,0.3,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__fwhm_civ_reported,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,fwhm_civ_reported,5808.0,1517.0,1517.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__fwhm_mgii,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,fwhm_mgii,3753.0,266.0,266.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__civ_blueshift,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,civ_blueshift,1924.0,377.0,377.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__log_lambda_l1350,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,log_lambda_l1350,46.73,0.01,0.01,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__log_lambda_l3000,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,log_lambda_l3000,46.38,0.03,0.03,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.39,0.22,0.46,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VST-ATLAS-J029-36_mazzucchelli23__edd_ratio_civ,XQR30-VST-ATLAS-J029-36_mazzucchelli23,,edd_ratio_civ,0.4,0.26,0.26,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__fwhm_civ_reported,XQR30-VDES-J0224-4711_mazzucchelli23,,fwhm_civ_reported,5378.0,207.0,207.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__fwhm_mgii,XQR30-VDES-J0224-4711_mazzucchelli23,,fwhm_mgii,2863.0,206.0,206.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__civ_blueshift,XQR30-VDES-J0224-4711_mazzucchelli23,,civ_blueshift,1808.0,42.0,42.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__log_lambda_l1350,XQR30-VDES-J0224-4711_mazzucchelli23,,log_lambda_l1350,46.61,0.04,0.05,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__log_lambda_l3000,XQR30-VDES-J0224-4711_mazzucchelli23,,log_lambda_l3000,46.82,0.06,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-VDES-J0224-4711_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.29,0.04,0.05,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__edd_ratio_civ,XQR30-VDES-J0224-4711_mazzucchelli23,,edd_ratio_civ,1.36,0.23,0.23,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J060-24_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J060-24_mazzucchelli23,,fwhm_civ_reported,4522.0,625.0,625.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v3-dataset-catalogue,XQR30-PSO-J060-24_mazzucchelli23__fwhm_mgii,XQR30-PSO-J060-24_mazzucchelli23,,fwhm_mgii,3270.0,249.0,249.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
